,TrackID,Age,Frame,is_Team_A,is_Team_B,is_Basketball,state_tentative,state_confirmed,time_since_start,OcclusionFrequency,DetectionConsistency,prev_vel_y,prev_vel_height,Normalized_Time_Frame,Temporal_TrackID,pos_x_rolling_avg,pos_y_rolling_avg,aspect_ratio_rolling_avg,height_rolling_avg,vel_x_rolling_avg,vel_y_rolling_avg,vel_aspect_rolling_avg,vel_height_rolling_avg,feature_mean_rolling_avg,feature_std_rolling_avg,feature_max_rolling_avg,cov_determinant_rolling_avg,prev_vel_x_rolling_avg,prev_vel_aspect_rolling_avg,accel_x_rolling_avg,accel_y_rolling_avg,accel_aspect_rolling_avg,accel_height_rolling_avg,distance,rank
0,9,2,1,False,False,True,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.6653543307086613,0.13829834130586013,0.927252952427907,0.019607685261020164,0.9285172573772484,0.5901884835863559,0.8318063746138725,0.8009964813326705,0.8290331424038451,0.7503026731297996,0.9630073467925939,0.49639894156735576,0.0005253728904423207,0.5860900934107377,0.8045279144806964,0.6935955270606657,0.13233315774952753,0.8777520769109728,0.12351953190455485,0.0,0
1,10,2,1,True,False,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.7391732283464566,0.1380478222583486,0.9271593694791767,0.019597808523774546,0.9284111160757849,0.5876701955105736,0.8309767855471311,0.8009817618297945,0.8283672612312035,0.7478405585932826,0.963097500573356,0.4983685812625587,0.0005266479452411043,0.5859638165641095,0.8045158628310897,0.6940839842585892,0.1303350758669248,0.8780808917731504,0.10877581179565418,0.00026743,2
2,7,2,1,True,False,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.5177165354330708,0.1419120516864878,0.9240608608718279,0.020261911747702623,0.9258739965795111,0.5842522142685365,0.8275739492651877,0.8013461738050872,0.8298007489413329,0.686469582844587,0.969976069973205,0.49676700555080266,0.0004717414003135626,0.5821959884917426,0.8048548545631626,0.694016150551649,0.12728967315525663,0.8808174049554663,0.12309532220721622,0.00482165,3
3,6,2,1,False,True,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.4438976377952756,0.14386674537050478,0.922677659239376,0.020583013064024776,0.9246157085702251,0.5824076300802815,0.8268988111953571,0.8015036007768656,0.8306333337221918,0.6516946609649407,0.9734857448931598,0.5161351292203011,0.00044765965500278675,0.5805910780288526,0.8050020498899962,0.6940596437515134,0.1267387402408091,0.8829800869734421,0.13403237244391025,0.00720697,4
4,5,2,1,True,False,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.3700787401574803,0.14586659699441656,0.9211506594174117,0.02090121577267702,0.9232084803475957,0.5808035325961818,0.8248579518861743,0.8016473844280906,0.8303215081485283,0.6302187977642019,0.9757221991498519,0.5406561486580588,0.0004265648721979425,0.5821959884917426,0.8051366886599278,0.6947120594715211,0.12442623094422102,0.885621394902792,0.12486088754143282,0.00972196,5
5,4,2,1,False,True,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.296259842519685,0.14818900533186247,0.9198188142812145,0.021216197806140473,0.9219142412523305,0.5824076300802815,0.8243243938968455,0.8017789025567814,0.8310172536484642,0.6042114122883308,0.978077051905053,0.5606211328412549,0.0004081646481214394,0.5852931841218811,0.8052556119801444,0.6950170062100747,0.12572911584407243,0.8882752599880624,0.15666948523758514,0.01237302,6
6,3,2,1,True,False,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.22244094488188973,0.15061463181763937,0.9181856777003248,0.021518941273886545,0.9202348119501411,0.5855032568039827,0.8207172610689881,0.8018950694865635,0.828049486123587,0.5897979369039588,0.9792337260565085,0.5855201639376877,0.0003949042622809691,0.5887743296235244,0.8053573673315453,0.6951008952345934,0.12304931323864006,0.8905432216515434,0.12263965051354535,0.015294,7
7,2,2,1,True,False,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.14862204724409447,0.15303380716914555,0.916959969323053,0.021801394487943243,0.9189867956797064,0.5889826389066553,0.8205092202564823,0.8019944663646494,0.8287742793481178,0.5549423018791219,0.982537014810644,0.6286433360523647,0.000386341925784029,0.5926138283385721,0.8054428036980956,0.6951719043422206,0.1251527320606327,0.8931231058439201,0.14801424226425253,0.01797441,8
8,1,2,1,False,True,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.07480314960629922,0.15544008025211034,0.915498021063011,0.022061302975678432,0.9174665783297125,0.5928201926963674,0.8177845642609755,0.802077922497356,0.8268567795522684,0.5570632337967862,0.9823545504162077,0.6517020472315618,0.0003851805219572557,0.5923808987498592,0.8055111058870733,0.6942983213899858,0.12398901390842826,0.8954905726737186,0.1349222125616466,0.02078503,9
9,0,2,1,False,True,False,True,False,0.03333333333333333,0.0,1.0,0.7386492524488744,0.7355399012396837,0.013333333333333334,0.000984251968503937,0.15750444321872892,0.9141832947588984,0.022291903319195644,0.9160798935847854,0.5925873810997916,0.8162608817747824,0.8021446415864,0.8262236791451336,0.5233890082010694,0.9849577389930539,0.670901060422179,0.00039389381889875944,0.5915131720402584,0.8055651999511343,0.694173097385977,0.12421626543870046,0.8994953462691633,0.1636199815828661,0.02323124,10
10,9,3,2,False,False,True,True,False,0.06666666666666667,0.0,1.0,0.6279475282121785,0.5977640802513899,0.02666666666666667,0.6663385826771654,0.11650264657783457,0.9374443637957242,0.016008580737549655,0.9383267679802509,0.5869222989164452,0.8137305376142782,0.7981222917537939,0.8159482507203603,0.8571260679042729,0.9490727600653086,0.5502656029285957,0.0008631228969526325,0.5852283392546936,0.8017636170863767,0.694097536256057,0.11738095265355901,0.8705845978851826,0.15568306013751418,0.0,0
11,10,3,2,True,False,False,True,False,0.06666666666666667,0.0,1.0,0.7115793091596494,0.7028799336993681,0.02666666666666667,0.7401574803149606,0.11641233069804499,0.9375539243210671,0.016013841173691333,0.9382668495036182,0.5860046971658385,0.8145642609753815,0.7981165495602213,0.8152824862052472,0.8653813809845012,0.9479195243179594,0.5522849809999402,0.0008637851740092291,0.5828487032733007,0.8017523645464295,0.6938139644158905,0.11796410151153224,0.870457566485857,0.16054237347372802,0.00014199,2
12,7,3,2,True,False,False,True,False,0.06666666666666667,0.0,1.0,0.7762399037635332,0.7878241651990746,0.02666666666666667,0.5187007874015748,0.1201349577289427,0.935595529930566,0.016735594483498713,0.935555110446872,0.5807114313052286,0.8170314986427034,0.7988184382985152,0.8114338376827148,0.8258935952236665,0.953414443120316,0.5511310506734575,0.0007847965518915559,0.5788428262806008,0.8024449673463394,0.6940477337740452,0.11828402659124108,0.8717438423108834,0.16366921609790613,0.00407577,3
13,6,3,2,False,True,False,True,False,0.06666666666666667,0.0,1.0,0.7974909778312425,0.7911875410062502,0.02666666666666667,0.44488188976377946,0.12214513116768755,0.9344725345458034,0.017101463184945022,0.9341324746159654,0.5790561664372661,0.8172865768042685,0.7991495696365503,0.8086162083970089,0.820944169209189,0.9540926988633722,0.5457692537254044,0.0007486985469994495,0.5785817403679776,0.8027649754607208,0.6943279316768083,0.11660869578695394,0.8722647008764147,0.12902522225218244,0.00637726,4
14,5,3,2,True,False,False,True,False,0.06666666666666667,0.0,1.0,0.7401893796184912,0.7345753479056597,0.02666666666666667,0.3710629921259842,0.1243181957467672,0.9337261534669057,0.0174647553462403,0.9331053007308341,0.5787952127795657,0.8207392586352149,0.7994621606412863,0.8087796455944285,0.8192491743815663,0.9543163490482267,0.5475100968903568,0.0007145213339022271,0.5794366687485283,0.8030667430285247,0.694548620723672,0.11974315245071811,0.8728823151879279,0.10727635521229781,0.00865493,5
15,4,3,2,False,True,False,True,False,0.06666666666666667,0.0,1.0,0.7707395314200607,0.7706706032666875,0.02666666666666667,0.29724409448818895,0.12660899352628677,0.9328222791328284,0.01782579303490342,0.9323041051004319,0.579649708090075,0.8233096976504728,0.7997569338766429,0.810893130038147,0.8105609972959663,0.9555001267393206,0.5416807592065731,0.0006815874647813628,0.5828000696229101,0.8033543888828492,0.6950441823677422,0.1216738211334852,0.8737291084879036,0.09386649468200864,0.01111314,6
16,3,3,2,True,False,False,True,False,0.06666666666666667,0.0,1.0,0.685069599587558,0.6720950309057634,0.02666666666666667,0.2234251968503937,0.1291446118513788,0.9318910146674153,0.018188763128679827,0.9316158985973941,0.5830114052098629,0.8259742113638492,0.8000379127098992,0.8142140199017743,0.8129501864378066,0.9551875211539751,0.5288184151363824,0.000649384354749662,0.5858819072581885,0.8036228191199034,0.6950018166546293,0.12467981888164527,0.8744613008691443,0.08978588701750666,0.01380793,7
17,2,3,2,True,False,False,True,False,0.06666666666666667,0.0,1.0,0.7343935384086613,0.7362894436962603,0.02666666666666667,0.14960629921259844,0.13160797747263914,0.9309186650049988,0.018547868412229676,0.9309482355720591,0.5860916817184053,0.8286085369278293,0.8003001213031549,0.8181151643121289,0.8107255693235778,0.9554680724246318,0.5215267691940393,0.0006179598306515276,0.5875584883637592,0.8038734627225991,0.6947292977392042,0.12752621835886943,0.8753113957267363,0.08434349623813045,0.01645466,8
18,1,3,2,False,True,False,True,False,0.06666666666666667,0.0,1.0,0.7351489946726242,0.73126368313823,0.02666666666666667,0.07578740157480314,0.1338900662208933,0.9298025171530697,0.018903430953071863,0.930260029069021,0.587767413539913,0.830359683609473,0.8005449555185271,0.8223505325416176,0.7941664118453421,0.9575572190117132,0.51696078626425,0.0005868089899162431,0.5890277365387175,0.8041072107038104,0.6946917814243941,0.12952014857203614,0.8762599495119081,0.09468353233373254,0.01899263,9
19,0,3,2,False,True,False,True,False,0.06666666666666667,0.0,1.0,0.7643764678925359,0.7707016816879037,0.02666666666666667,0.001968503937007874,0.13612860981282038,0.9286007751407166,0.01925545075120639,0.9294434258303417,0.5892359174567763,0.8316163530843397,0.8007732857171008,0.8260420433732691,0.7767501264157918,0.9597029614647257,0.5004675407357297,0.000556099243866201,0.587461221062978,0.8043206335045497,0.694072945182019,0.13138926028343412,0.8770030463362463,0.10990954716022355,0.02152644,10
20,9,4,3,False,False,True,True,False,0.1,0.0,1.0,0.42408203013117945,0.35912842294278124,0.04,0.6673228346456692,0.09505531310042589,0.9504660887348955,0.01237082811181369,0.9525788056364455,0.5858648396499467,0.8240514524634155,0.7935574668222732,0.8297301711365943,0.9321719783323397,0.9380193107782504,0.621325162976079,0.0013428608585150078,0.5884620503947005,0.7972631054544558,0.6949578873145936,0.12467950237230854,0.8672200952779647,0.1272114713808856,0.0,0
21,10,4,3,True,False,False,True,False,0.1,0.0,1.0,0.621469897462336,0.6228719914361684,0.04,0.7411417322834645,0.09493166636023778,0.9506943398293595,0.012359018969454794,0.9527448654145416,0.585001816442127,0.8258689038659552,0.7935275296853342,0.8309273106939956,0.917188669824275,0.9403161586058455,0.6264946382030518,0.0013417727732863284,0.5872436494691253,0.7972472521499188,0.6948762316092074,0.1272324745116303,0.867409169155818,0.1640457756964918,0.00025959,2
22,7,4,3,True,False,False,True,False,0.1,0.0,1.0,0.8629088617746463,0.8701215511585345,0.04,0.5196850393700787,0.09929876170477675,0.9478936989002862,0.01308721362963975,0.9495092676763786,0.5864217113443205,0.8236197697276046,0.7945830641965198,0.8264749594615088,0.9170683551266232,0.9403299902685616,0.5669379066112246,0.0012341967522345495,0.584727497977864,0.7982781540454785,0.6940877481938441,0.12605161618194424,0.8677378025088801,0.1499515806707447,0.00496226,3
23,6,4,3,False,True,False,True,False,0.1,0.0,1.0,0.8193859196883772,0.8581097413584723,0.04,0.44586614173228345,0.10125377794550727,0.9464112080417424,0.013448573385821748,0.9479530992404048,0.5849378572122985,0.8216526256669475,0.7950793342339836,0.8243985721118512,0.9067445166532552,0.9419108601050494,0.5491614109782541,0.0011836431561091864,0.5825210660496166,0.7987741960430061,0.6939429338024834,0.12384034869769431,0.8681156995809579,0.1333289278606905,0.00740696,4
24,5,4,3,True,False,False,True,False,0.1,0.0,1.0,0.7298462507876496,0.6475793363030492,0.04,0.37204724409448814,0.10315331443150993,0.9450485490077924,0.01381476415478694,0.9466434525368626,0.5827325429678105,0.8204764579238042,0.7955638790296623,0.8241399423711809,0.8887969606427026,0.9445956302056127,0.5361896424805521,0.0011329099642730946,0.5806678680031535,0.7992597812479335,0.6940083180167591,0.12334268383892176,0.868541731831609,0.15787563731307427,0.00974307,5
25,4,4,3,False,True,False,True,False,0.1,0.0,1.0,0.8109606461591339,0.8520753479056598,0.04,0.2982283464566929,0.10511703970350586,0.9433606321642312,0.014186430071573067,0.945025653667781,0.580880283671976,0.8164319479546944,0.7960382093990238,0.8213023646481026,0.8890539692421373,0.9445547122732556,0.5353938284622886,0.0010859335713282485,0.5801073011907566,0.7997269577906466,0.6942635916940086,0.11825247454880039,0.8688481891834725,0.12923202265728176,0.0123177,6
26,3,4,3,True,False,False,True,False,0.1,0.0,1.0,0.63924271066048,0.6281190648848372,0.04,0.22440944881889763,0.10723655986813885,0.9421143811884578,0.014557773920840317,0.9438187243527518,0.580320000818678,0.8155733408218666,0.7964945577799332,0.8214850503377236,0.887756491695456,0.9447514305316314,0.5356027296420824,0.0010388445454265847,0.5821908691601225,0.8001768016112202,0.6948037379443806,0.11756183176393672,0.8691716943023214,0.14708783653967186,0.01476935,7
27,2,4,3,True,False,False,True,False,0.1,0.0,1.0,0.6840155811422352,0.6876843123036016,0.04,0.15059055118110234,0.1096347690332653,0.9408133499500129,0.014928473635069807,0.9424012243912709,0.5824025133418953,0.8141516896002996,0.7969339751744553,0.8199644194538095,0.8889978089578295,0.9445694672777911,0.5431032767642201,0.0009933825949091013,0.5842795564611085,0.8006011254781489,0.6948085587736187,0.11660678686707614,0.8693736103338481,0.1398549208088781,0.01748531,8
28,1,4,3,False,True,False,True,False,0.1,0.0,1.0,0.8106604800366615,0.8277996477778928,0.04,0.07677165354330709,0.11200749621802256,0.9397143209301688,0.015293054066440603,0.9410864418183031,0.5844901426034987,0.8142684639146307,0.7973484641137534,0.8191300848100233,0.8805243872961164,0.9457852833542826,0.547420567813302,0.0009482989056489326,0.5854646817311532,0.8010038969204577,0.6946239599466004,0.11826361391085033,0.8696829112157719,0.15865240273662604,0.02007429,9
29,0,4,3,False,True,False,True,False,0.1,0.0,1.0,0.7602085123446182,0.7632255948064505,0.04,0.002952755905511811,0.1142611999754857,0.9383790520275543,0.015654091755103725,0.9395662244683092,0.5856746675399231,0.8123909482355144,0.7977419001679413,0.8164552443391935,0.8735443461175108,0.9467395213809646,0.5546724230547322,0.0009057408537647529,0.5857948786206473,0.8013874359339327,0.6944576274601212,0.1153527700910995,0.8700690742299629,0.14527533459026268,0.02269279,10
30,9,5,4,False,False,True,False,True,0.13333333333333333,0.0,1.0,0.29081743713123676,0.2902724541593288,0.05333333333333334,0.6683070866141732,0.07116353732895087,0.9642695736726057,0.00837182308573534,0.9640660335851621,0.5827521571316245,0.8205903460326376,0.786505626145428,0.808705568063835,0.8521418385850458,0.949830526155564,0.7670917639880892,0.0019788056484005413,0.5853520564355118,0.7902480041872001,0.6949469890588599,0.12165692195140924,0.8653597321823233,0.09752414953439495,0.0,0
